chr14	477749	478750	ST6542	.	-	chr14	478332	478333	-127	chr14	478167	478168	38	165
chr14	736484	737485	14R-327	.	-	chr14	737067	737068	-127	chr14	736902	736903	38	165
chr15	232455	233456	15F-107	.	+	chr15	232873	232874	-89	chr15	233038	233039	76	165
chr15	39822	40823	15R-33	.	-	chr15	40405	40406	-61	chr15	40240	40241	104	165
chr15	39822	40823	ST2981	.	+	chr15	40240	40241	-81	chr15	40405	40406	84	165
chr15	437057	438058	15F-206	.	+	chr15	437475	437476	-44	chr15	437640	437641	121	165
chr15	511484	512485	15R-243	.	-	chr15	512067	512068	-153	chr15	511902	511903	12	165
chr15	701085	702086	15F-331	.	+	chr15	701503	701504	-65	chr15	701668	701669	100	165
chr15	767555	768556	ST6869	.	-	chr15	768138	768139	-94	chr15	767973	767974	71	165
chr15	817678	818679	ST6888	.	-	chr15	818261	818262	-126	chr15	818096	818097	39	165
chr15	931170	932171	ST3282	.	+	chr15	931588	931589	-49	chr15	931753	931754	116	165
chr16	115871	116872	ST6999	.	-	chr16	116454	116455	-82	chr16	116289	116290	83	165
chr16	159293	160294	ST3371	.	+	chr16	159711	159712	-138	chr16	159876	159877	27	165
chr16	480619	481620	ST7119	.	-	chr16	481202	481203	-137	chr16	481037	481038	28	165
chr16	70976	71977	16F-24	.	+	chr16	71394	71395	-16	chr16	71559	71560	149	165
chr16	825025	826026	ST7233	.	-	chr16	825608	825609	-142	chr16	825443	825444	23	165
chr2	378755	379756	2F-158	.	+	chr2	379173	379174	-53	chr2	379338	379339	112	165
chr2	575492	576493	ST3847	.	-	chr2	576075	576076	-11	chr2	575910	575911	154	165
chr3	193072	194073	3R-90	.	-	chr3	193655	193656	-58	chr3	193490	193491	107	165
chr4	1274941	1275942	4R-521	.	-	chr4	1275524	1275525	-87	chr4	1275359	1275360	78	165
chr4	1274941	1275942	ST0723	.	+	chr4	1275359	1275360	-29	chr4	1275524	1275525	136	165
chr4	462801	463802	ST0490	.	+	chr4	463219	463220	-32	chr4	463384	463385	133	165
chr4	520831	521832	ST0507	.	+	chr4	521249	521250	-28	chr4	521414	521415	137	165
chr7	276286	277287	ST4815	.	-	chr7	276869	276870	-125	chr7	276704	276705	40	165
chr7	652262	653263	ST4933	.	-	chr7	652845	652846	-27	chr7	652680	652681	138	165
chr7	670114	671115	ST4937	.	-	chr7	670697	670698	-127	chr7	670532	670533	38	165
chr7	764482	765483	7F-339	.	+	chr7	764900	764901	-28	chr7	765065	765066	137	165
chr9	260931	261932	9R-118	.	-	chr9	261514	261515	-5	chr9	261349	261350	160	165
chr9	74682	75683	9F-31	.	+	chr9	75100	75101	-95	chr9	75265	75266	70	165
chr10	217180	218181	ST1760	.	+	chr10	217597	217598	-6	chr10	217763	217764	160	166
chr11	204685	205686	11R-81	.	-	chr11	205268	205269	-49	chr11	205102	205103	117	166
chr12	243948	244949	12F-96	.	+	chr12	244365	244366	-58	chr12	244531	244532	108	166
chr12	505002	506003	ST5973	.	-	chr12	505585	505586	-79	chr12	505419	505420	87	166
chr12	642171	643172	12R-229	.	-	chr12	642754	642755	-165	chr12	642588	642589	1	166
chr13	138936	139937	13F-63	.	+	chr13	139353	139354	-117	chr13	139519	139520	49	166
chr13	778693	779694	ST6364	.	-	chr13	779276	779277	-103	chr13	779110	779111	63	166
chr13	94849	95850	ST6161	.	-	chr13	95432	95433	-44	chr13	95266	95267	122	166
chr14	458846	459847	ST6538	.	-	chr14	459429	459430	-1	chr14	459263	459264	165	166
chr14	479720	480721	14R-192	.	-	chr14	480303	480304	-133	chr14	480137	480138	33	166
chr14	691810	692811	14R-300	.	-	chr14	692393	692394	-128	chr14	692227	692228	38	166
chr14	691810	692811	ST2943	.	+	chr14	692227	692228	-78	chr14	692393	692394	88	166
chr15	536363	537364	ST6790	.	-	chr15	536946	536947	-54	chr15	536780	536781	112	166
chr15	657690	658691	15R-289	.	-	chr15	658273	658274	-68	chr15	658107	658108	98	166
chr16	937377	938378	16R-422	.	-	chr16	937960	937961	-79	chr16	937794	937795	87	166
chr2	642497	643498	tC_28GCA_29B	.	-	chr2	643080	643081	-3	chr2	642914	642915	163	166
chr3	95150	96151	3F-39	.	+	chr3	95567	95568	-18	chr3	95733	95734	148	166
chr4	1110026	1111027	ST0667	.	+	chr4	1110443	1110444	-132	chr4	1110609	1110610	34	166
chr4	1454505	1455506	4F-669	.	+	chr4	1454922	1454923	-52	chr4	1455088	1455089	114	166
chr4	1469777	1470778	4R-592	.	-	chr4	1470360	1470361	-75	chr4	1470194	1470195	91	166
chr4	835083	836084	ST4273	.	-	chr4	835666	835667	-79	chr4	835500	835501	87	166
chr5	15027	16028	ST4488	.	-	chr5	15610	15611	-6	chr5	15444	15445	160	166
chr5	408575	409576	ST4622	.	-	chr5	409158	409159	-30	chr5	408992	408993	136	166
chr7	289239	290240	ST1125	.	+	chr7	289656	289657	-7	chr7	289822	289823	159	166
chr7	483770	484771	ST1195	.	+	chr7	484187	484188	-2	chr7	484353	484354	164	166
chr7	606544	607545	ST4913	.	-	chr7	607127	607128	-5	chr7	606961	606962	161	166
chr7	700092	701093	tL_28GAG_29G	.	+	chr7	700509	700510	-165	chr7	700675	700676	1	166
chr7	858480	859481	7F-391	.	+	chr7	858897	858898	-92	chr7	859063	859064	74	166
chr7	902649	903650	ST5017	.	-	chr7	903232	903233	-55	chr7	903066	903067	111	166
chr8	151199	152200	ST1427	.	+	chr8	151616	151617	-8	chr8	151782	151783	158	166
chr8	372200	373201	ST1506	.	+	chr8	372617	372618	-77	chr8	372783	372784	89	166
chr9	410102	411103	ST1689	.	+	chr9	410519	410520	-156	chr9	410685	410686	10	166
chr9	67959	68960	ST1581	.	+	chr9	68376	68377	-56	chr9	68542	68543	110	166
chr1	42679	43680	1F-23	.	+	chr1	43096	43097	-31	chr1	43263	43264	136	167
chr1	43061	44062	ST3643	.	-	chr1	43645	43646	-98	chr1	43478	43479	69	167
chr10	458179	459180	ST1830	.	+	chr10	458596	458597	-50	chr10	458763	458764	117	167
chr10	609950	610951	ST5575	.	-	chr10	610534	610535	-63	chr10	610367	610368	104	167
chr11	386450	387451	ST5745	.	-	chr11	387034	387035	-86	chr11	386867	386868	81	167
chr11	518761	519762	ST2078	.	+	chr11	519178	519179	-135	chr11	519345	519346	32	167
chr12	264156	265157	12R-96	.	-	chr12	264740	264741	-124	chr12	264573	264574	43	167
chr12	287398	288399	ST2198	.	+	chr12	287815	287816	-80	chr12	287982	287983	87	167
chr12	416199	417200	ST5953	.	-	chr12	416783	416784	-28	chr12	416616	416617	139	167
chr12	866242	867243	ST6086	.	-	chr12	866826	866827	-23	chr12	866659	866660	144	167
chr12	874334	875335	ST6089	.	-	chr12	874918	874919	-91	chr12	874751	874752	76	167
chr12	933065	934066	12R-341	.	-	chr12	933649	933650	-76	chr12	933482	933483	91	167
chr15	143346	144347	ST3015	.	+	chr15	143763	143764	-38	chr15	143930	143931	129	167
chr15	335242	336243	15F-156	.	+	chr15	335659	335660	-152	chr15	335826	335827	15	167
chr15	722699	723700	ST6852	.	-	chr15	723283	723284	-127	chr15	723116	723117	40	167
chr15	982102	983103	ST6943	.	-	chr15	982686	982687	-165	chr15	982519	982520	2	167
chr16	453417	454418	ST7107	.	-	chr16	454001	454002	-80	chr16	453834	453835	87	167
chr16	522258	523259	ST7134	.	-	chr16	522842	522843	-113	chr16	522675	522676	54	167
chr3	290389	291390	3R-130	.	-	chr3	290973	290974	-39	chr3	290806	290807	128	167
chr4	437201	438202	tS_28AGA_29D1	.	+	chr4	437618	437619	-153	chr4	437785	437786	14	167
chr4	980615	981616	tS_28AGA_29D2	.	-	chr4	981199	981200	-145	chr4	981032	981033	22	167
chr5	354364	355365	tE_28UUC_29E2	.	+	chr5	354781	354782	-152	chr5	354948	354949	15	167
chr6	106774	107775	ST0997	.	+	chr6	107191	107192	-23	chr6	107358	107359	144	167
chr7	255318	256319	7R-104	.	-	chr7	255902	255903	-106	chr7	255735	255736	61	167
chr7	359384	360385	ST4838	.	-	chr7	359968	359969	-37	chr7	359801	359802	130	167
chr7	360487	361488	7F-175	.	+	chr7	360904	360905	-3	chr7	361071	361072	164	167
chr7	36095	37096	7R-21	.	-	chr7	36679	36680	-109	chr7	36512	36513	58	167
chr8	145894	146895	tA_28AGC_29H	.	-	chr8	146478	146479	-165	chr8	146311	146312	2	167
chr8	296223	297224	ST5176	.	-	chr8	296807	296808	-30	chr8	296640	296641	137	167
chr9	154458	155459	ST5281	.	-	chr9	155042	155043	-139	chr9	154875	154876	28	167
chr9	323040	324041	ST5340	.	-	chr9	323624	323625	-146	chr9	323457	323458	21	167
chr9	99890	100891	ST1590	.	+	chr9	100307	100308	-77	chr9	100474	100475	90	167
chr1	196750	197751	1F-90	.	+	chr1	197166	197167	-112	chr1	197334	197335	56	168
chr1	5718	6719	ST3634	.	-	chr1	6302	6303	-66	chr1	6134	6135	102	168
chr1	74167	75168	1R-40	.	-	chr1	74751	74752	-58	chr1	74583	74584	110	168
chr10	122447	123448	ST5414	.	-	chr10	123031	123032	-32	chr10	122863	122864	136	168
chr10	616983	617984	ST5579	.	-	chr10	617567	617568	-165	chr10	617399	617400	3	168
chr10	645948	646949	ST5591	.	-	chr10	646532	646533	-11	chr10	646364	646365	157	168
chr10	78804	79805	ST5393	.	-	chr10	79388	79389	-47	chr10	79220	79221	121	168
chr11	143747	144748	ST1949	.	+	chr11	144163	144164	-155	chr11	144331	144332	13	168
chr11	490742	491743	ST2068	.	+	chr11	491158	491159	-106	chr11	491326	491327	62	168
chr12	509214	510215	ST2258	.	+	chr12	509630	509631	-104	chr12	509798	509799	64	168
chr13	481085	482086	13R-216	.	-	chr13	481669	481670	-112	chr13	481501	481502	56	168
chr14	168644	169645	ST2751	.	+	chr14	169060	169061	-21	chr14	169228	169229	147	168
chr14	371927	372928	14F-142	.	+	chr14	372343	372344	-120	chr14	372511	372512	48	168
chr14	371927	372928	ST2825	.	+	chr14	372343	372344	-129	chr14	372511	372512	39	168
chr14	610762	611763	14R-269	.	-	chr14	611346	611347	-42	chr14	611178	611179	126	168
chr14	729195	730196	14F-292	.	+	chr14	729611	729612	-77	chr14	729779	729780	91	168
chr14	759144	760145	14F-313	.	+	chr14	759560	759561	-25	chr14	759728	759729	143	168
chr14	91256	92257	ST2732	.	+	chr14	91672	91673	-130	chr14	91840	91841	38	168
chr15	1053866	1054867	ST3316	.	+	chr15	1054282	1054283	-26	chr15	1054450	1054451	142	168
chr15	373495	374496	15F-180	.	+	chr15	373911	373912	-50	chr15	374079	374080	118	168
chr15	379746	380747	ST6740	.	-	chr15	380330	380331	-149	chr15	380162	380163	19	168
chr15	559168	560169	15F-265	.	+	chr15	559584	559585	-101	chr15	559752	559753	67	168
chr15	662281	663282	15R-294	.	-	chr15	662865	662866	-82	chr15	662697	662698	86	168
chr16	567560	568561	16F-229	.	+	chr16	567976	567977	-41	chr16	568144	568145	127	168
chr16	581485	582486	tK_28CUU_29P	.	+	chr16	581901	581902	-160	chr16	582069	582070	8	168
chr16	770140	771141	16R-343	.	-	chr16	770724	770725	-14	chr16	770556	770557	154	168
chr16	770140	771141	ST7215	.	-	chr16	770724	770725	-36	chr16	770556	770557	132	168
chr16	774792	775793	ST7216	.	-	chr16	775376	775377	-72	chr16	775208	775209	96	168
chr2	429205	430206	ST0156	.	+	chr2	429621	429622	-47	chr2	429789	429790	121	168
chr2	674381	675382	2F-274	.	+	chr2	674797	674798	-152	chr2	674965	674966	16	168
chr4	1021658	1022659	4F-473	.	+	chr4	1022074	1022075	-76	chr4	1022242	1022243	92	168
chr4	302727	303728	ST0439	.	+	chr4	303143	303144	-1	chr4	303311	303312	167	168
chr4	602688	603689	ST4207	.	-	chr4	603272	603273	-31	chr4	603104	603105	137	168
chr7	423001	424002	7F-209	.	+	chr7	423417	423418	-9	chr7	423585	423586	159	168
chr7	423436	424437	ST1180	.	+	chr7	423852	423853	-16	chr7	424020	424021	152	168
chr7	650285	651286	ST1251	.	+	chr7	650701	650702	-153	chr7	650869	650870	15	168
chr7	650285	651286	ST4932	.	-	chr7	650869	650870	-131	chr7	650701	650702	37	168
chr7	801131	802132	ST4980	.	-	chr7	801715	801716	-2	chr7	801547	801548	166	168
chr7	878855	879856	ST5007	.	-	chr7	879439	879440	-62	chr7	879271	879272	106	168
chr8	201128	202129	8F-92	.	+	chr8	201544	201545	-67	chr8	201712	201713	101	168
chr8	201128	202129	ST1447	.	+	chr8	201544	201545	-88	chr8	201712	201713	80	168
chr8	266411	267412	ST1469	.	+	chr8	266827	266828	-155	chr8	266995	266996	13	168
chr8	465083	466084	8R-223	.	-	chr8	465667	465668	-87	chr8	465499	465500	81	168
chr8	465083	466084	ST5224	.	-	chr8	465667	465668	-164	chr8	465499	465500	4	168
chr1	23767	24768	1F-11	.	+	chr1	24183	24184	-168	chr1	24352	24353	1	169
chr10	293533	294534	ST5478	.	-	chr10	294118	294119	-46	chr10	293949	293950	123	169
chr10	531258	532259	tG_28GCC_29J2	.	+	chr10	531674	531675	-153	chr10	531843	531844	16	169
chr10	535584	536585	ST1851	.	+	chr10	536000	536001	-14	chr10	536169	536170	155	169
chr11	335407	336408	ST2018	.	+	chr11	335823	335824	-39	chr11	335992	335993	130	169
chr12	590792	591793	12F-231	.	+	chr12	591208	591209	-134	chr12	591377	591378	35	169
chr12	590792	591793	ST2285	.	+	chr12	591208	591209	-134	chr12	591377	591378	35	169
chr12	855905	856906	ST2361	.	+	chr12	856321	856322	-118	chr12	856490	856491	51	169
chr13	460108	461109	ST6266	.	-	chr13	460693	460694	-120	chr13	460524	460525	49	169
chr14	135183	136184	ST6443	.	-	chr14	135768	135769	-99	chr14	135599	135600	70	169
chr15	762370	763371	15R-341	.	-	chr15	762955	762956	-107	chr15	762786	762787	62	169
chr15	83573	84574	15R-54	.	-	chr15	84158	84159	-124	chr15	83989	83990	45	169
chr16	444608	445609	ST7104	.	-	chr16	445193	445194	-104	chr16	445024	445025	65	169
chr16	557207	558208	16R-239	.	-	chr16	557792	557793	-107	chr16	557623	557624	62	169
chr16	570201	571202	ST7149	.	-	chr16	570786	570787	-145	chr16	570617	570618	24	169
chr16	921267	922268	ST3625	.	+	chr16	921683	921684	-75	chr16	921852	921853	94	169
chr2	324093	325094	ST0128	.	+	chr2	324509	324510	-3	chr2	324678	324679	166	169
chr2	799625	800626	ST3917	.	-	chr2	800210	800211	-145	chr2	800041	800042	24	169
chr4	1161905	1162906	ST0681	.	+	chr4	1162321	1162322	-33	chr4	1162490	1162491	136	169
chr4	1183029	1184030	4R-488	.	-	chr4	1183614	1183615	-67	chr4	1183445	1183446	102	169
chr4	1183029	1184030	ST4369	.	-	chr4	1183614	1183615	-143	chr4	1183445	1183446	26	169
chr4	1305444	1306445	ST0733	.	+	chr4	1305860	1305861	-32	chr4	1306029	1306030	137	169
chr4	131322	132323	ST4045	.	-	chr4	131907	131908	-8	chr4	131738	131739	161	169
chr4	366768	367769	4F-181	.	+	chr4	367184	367185	-165	chr4	367353	367354	4	169
chr4	568297	569298	ST4193	.	-	chr4	568882	568883	-146	chr4	568713	568714	23	169
chr4	568297	569298	tR_28UCU_29D	.	+	chr4	568713	568714	-168	chr4	568882	568883	1	169
chr4	599828	600829	4R-265	.	-	chr4	600413	600414	-58	chr4	600244	600245	111	169
chr4	599828	600829	ST4205	.	-	chr4	600413	600414	-132	chr4	600244	600245	37	169
chr7	280728	281729	ST4818	.	-	chr7	281313	281314	-33	chr7	281144	281145	136	169
chr7	320366	321367	7R-131	.	-	chr7	320951	320952	-89	chr7	320782	320783	80	169
chr7	324807	325808	ST1142	.	+	chr7	325223	325224	-8	chr7	325392	325393	161	169
chr7	849000	850001	ST1323	.	+	chr7	849416	849417	-157	chr7	849585	849586	12	169
chr7	885638	886639	7F-402	.	+	chr7	886054	886055	-137	chr7	886223	886224	32	169
chr8	10190	11191	ST1388	.	+	chr8	10606	10607	-92	chr8	10775	10776	77	169
chr8	167631	168632	8F-76	.	+	chr8	168047	168048	-38	chr8	168216	168217	131	169
chr8	250001	251002	8F-113	.	+	chr8	250417	250418	-107	chr8	250586	250587	62	169
chr8	496459	497460	8F-226	.	+	chr8	496875	496876	-29	chr8	497044	497045	140	169
chr9	215036	216037	9F-108	.	+	chr9	215452	215453	-78	chr9	215621	215622	91	169
chr9	30757	31758	ST5245	.	-	chr9	31342	31343	-10	chr9	31173	31174	159	169
chr9	49344	50345	ST5255	.	-	chr9	49929	49930	-85	chr9	49760	49761	84	169
chr10	359746	360747	ST1800	.	+	chr10	360161	360162	-67	chr10	360331	360332	103	170
chr11	18046	19047	11F-10	.	+	chr11	18461	18462	-94	chr11	18631	18632	76	170
chr11	18046	19047	ST1912	.	+	chr11	18461	18462	-107	chr11	18631	18632	63	170
chr11	18046	19047	ST5617	.	-	chr11	18631	18632	-131	chr11	18461	18462	39	170
chr11	235479	236480	ST1981	.	+	chr11	235894	235895	-63	chr11	236064	236065	107	170
chr12	227889	228890	12F-87	.	+	chr12	228304	228305	-13	chr12	228474	228475	157	170
chr12	837026	838027	ST2351	.	+	chr12	837441	837442	-166	chr12	837611	837612	4	170
chr13	109859	110860	ST6165	.	-	chr13	110444	110445	-80	chr13	110274	110275	90	170
chr13	129564	130565	ST2454	.	+	chr13	129979	129980	-101	chr13	130149	130150	69	170
chr13	193063	194064	ST2477	.	+	chr13	193478	193479	-162	chr13	193648	193649	8	170
chr13	904329	905330	ST2707	.	+	chr13	904744	904745	-18	chr13	904914	904915	152	170
chr14	558553	559554	ST6563	.	-	chr14	559138	559139	-4	chr14	558968	558969	166	170
chr14	771102	772103	ST6625	.	-	chr14	771687	771688	-24	chr14	771517	771518	146	170
chr15	35476	36477	15F-21	.	+	chr15	35891	35892	-76	chr15	36061	36062	94	170
chr15	35476	36477	ST2979	.	+	chr15	35891	35892	-6	chr15	36061	36062	164	170
chr15	7497	8498	ST6629	.	-	chr15	8082	8083	-150	chr15	7912	7913	20	170
chr15	903138	904139	15R-399	.	-	chr15	903723	903724	-25	chr15	903553	903554	145	170
chr15	907231	908232	ST3275	.	+	chr15	907646	907647	-127	chr15	907816	907817	43	170
chr15	907231	908232	ST6921	.	-	chr15	907816	907817	-111	chr15	907646	907647	59	170
chr15	967308	968309	ST6938	.	-	chr15	967893	967894	-140	chr15	967723	967724	30	170
chr16	253230	254231	16F-98	.	+	chr16	253645	253646	-40	chr16	253815	253816	130	170
chr2	352930	353931	ST3778	.	-	chr2	353515	353516	-134	chr2	353345	353346	36	170
chr2	390237	391238	2R-172	.	-	chr2	390822	390823	-51	chr2	390652	390653	119	170
chr3	105725	106726	ST0295	.	+	chr3	106140	106141	-117	chr3	106310	106311	53	170
chr3	225807	226808	3R-106	.	-	chr3	226392	226393	-151	chr3	226222	226223	19	170
chr4	1238049	1239050	4F-562	.	+	chr4	1238464	1238465	-13	chr4	1238634	1238635	157	170
chr4	1480009	1481010	4R-599	.	-	chr4	1480594	1480595	-1	chr4	1480424	1480425	169	170
chr4	1507380	1508381	ST0798	.	+	chr4	1507795	1507796	-154	chr4	1507965	1507966	16	170
chr4	482384	483385	4F-240	.	+	chr4	482799	482800	-147	chr4	482969	482970	23	170
chr4	820343	821344	4R-342	.	-	chr4	820928	820929	-60	chr4	820758	820759	110	170
chr7	152644	153645	ST1084	.	+	chr7	153059	153060	-89	chr7	153229	153230	81	170
chr7	153764	154765	ST4784	.	-	chr7	154349	154350	-13	chr7	154179	154180	157	170
chr7	308446	309447	7F-144	.	+	chr7	308861	308862	-141	chr7	309031	309032	29	170
chr7	55343	56344	ST4752	.	-	chr7	55928	55929	-115	chr7	55758	55759	55	170
chr7	561300	562301	tS_28AGA_29G	.	-	chr7	561885	561886	-143	chr7	561715	561716	27	170
chr9	183233	184234	ST1615	.	+	chr9	183648	183649	-51	chr9	183818	183819	119	170
chr9	259359	260360	ST5322	.	-	chr9	259944	259945	-35	chr9	259774	259775	135	170
chr1	13249	14250	1F-4	.	+	chr1	13664	13665	-62	chr1	13835	13836	109	171
chr1	169951	170952	ST0041	.	+	chr1	170366	170367	-133	chr1	170537	170538	38	171
chr1	196216	197217	1F-89	.	+	chr1	196631	196632	-35	chr1	196802	196803	136	171
chr10	260612	261613	ST1772	.	+	chr10	261027	261028	-89	chr10	261198	261199	82	171
chr10	309889	310890	10F-143	.	+	chr10	310304	310305	-55	chr10	310475	310476	116	171
chr10	326957	327958	10F-149	.	+	chr10	327372	327373	-81	chr10	327543	327544	90	171
chr10	422371	423372	tM_28CAU_29J2	.	+	chr10	422786	422787	-150	chr10	422957	422958	21	171
chr10	57641	58642	10F-18	.	+	chr10	58056	58057	-95	chr10	58227	58228	76	171
chr11	271648	272649	ST5701	.	-	chr11	272234	272235	-40	chr11	272063	272064	131	171
chr11	90539	91540	ST5640	.	-	chr11	91125	91126	-3	chr11	90954	90955	168	171
chr12	168463	169464	ST2156	.	+	chr12	168878	168879	-99	chr12	169049	169050	72	171
chr12	398117	399118	ST2228	.	+	chr12	398532	398533	-67	chr12	398703	398704	104	171
chr12	493788	494789	12R-167	.	-	chr12	494374	494375	-48	chr12	494203	494204	123	171
chr12	658124	659125	ST2303	.	+	chr12	658539	658540	-75	chr12	658710	658711	96	171
chr13	276219	277220	13R-117	.	-	chr13	276805	276806	-94	chr13	276634	276635	77	171
chr13	600560	601561	ST6310	.	-	chr13	601146	601147	-13	chr13	600975	600976	158	171
chr14	370951	371952	ST6516	.	-	chr14	371537	371538	-69	chr14	371366	371367	102	171
chr14	374435	375436	tF_28GAA_29N	.	+	chr14	374850	374851	-18	chr14	375021	375022	153	171
chr14	605668	606669	ST2910	.	+	chr14	606083	606084	-55	chr14	606254	606255	116	171
chr14	733621	734622	ST6612	.	-	chr14	734207	734208	-24	chr14	734036	734037	147	171
chr15	1010217	1011218	ST6954	.	-	chr15	1010803	1010804	-11	chr15	1010632	1010633	160	171
chr15	47425	48426	15F-26	.	+	chr15	47840	47841	-87	chr15	48011	48012	84	171
chr15	741731	742732	ST6857	.	-	chr15	742317	742318	-73	chr15	742146	742147	98	171
chr16	370210	371211	ST7085	.	-	chr16	370796	370797	-107	chr16	370625	370626	64	171
chr16	443036	444037	16F-176	.	+	chr16	443451	443452	-42	chr16	443622	443623	129	171
chr16	527103	528104	ST3494	.	+	chr16	527518	527519	-7	chr16	527689	527690	164	171
chr16	931156	932157	16R-419	.	-	chr16	931742	931743	-167	chr16	931571	931572	4	171
chr2	478759	479760	ST0171	.	+	chr2	479174	479175	-87	chr2	479345	479346	84	171
chr4	1181067	1182068	ST0687	.	+	chr4	1181482	1181483	-145	chr4	1181653	1181654	26	171
chr4	615565	616566	4F-303	.	+	chr4	615980	615981	-77	chr4	616151	616152	94	171
chr5	33647	34648	ST0812	.	+	chr5	34062	34063	-82	chr5	34233	34234	89	171
chr6	159561	160562	6R-66	.	-	chr6	160147	160148	-47	chr6	159976	159977	124	171
chr6	212824	213825	ST4719	.	-	chr6	213410	213411	-2	chr6	213239	213240	169	171
chr7	275955	276956	7F-130	.	+	chr7	276370	276371	-52	chr7	276541	276542	119	171
chr7	75206	76207	7R-35	.	-	chr7	75792	75793	-132	chr7	75621	75622	39	171
chr8	298123	299124	ST5177	.	-	chr8	298709	298710	-12	chr8	298538	298539	159	171
chr9	243147	244148	9F-120	.	+	chr9	243562	243563	-138	chr9	243733	243734	33	171
chr9	28301	29302	ST5244	.	-	chr9	28887	28888	-99	chr9	28716	28717	72	171
chr9	39890	40891	9F-13	.	+	chr9	40305	40306	-90	chr9	40476	40477	81	171
chr9	406128	407129	9F-202	.	+	chr9	406543	406544	-36	chr9	406714	406715	135	171
chr9	406128	407129	ST1687	.	+	chr9	406543	406544	-52	chr9	406714	406715	119	171
chr1	32787	33788	ST0004	.	+	chr1	33201	33202	-158	chr1	33373	33374	14	172
chr10	135495	136496	ST5418	.	-	chr10	136081	136082	-171	chr10	135909	135910	1	172
chr10	161083	162084	10R-62	.	-	chr10	161669	161670	-109	chr10	161497	161498	63	172
chr10	259219	260220	ST5465	.	-	chr10	259805	259806	-45	chr10	259633	259634	127	172
chr10	329238	330239	10F-151	.	+	chr10	329652	329653	-125	chr10	329824	329825	47	172
chr10	380065	381066	10F-174	.	+	chr10	380479	380480	-138	chr10	380651	380652	34	172
chr11	259742	260743	11F-113	.	+	chr11	260156	260157	-169	chr11	260328	260329	3	172
chr11	259742	260743	ST5697	.	-	chr11	260328	260329	-150	chr11	260156	260157	22	172
chr11	88312	89313	11F-35	.	+	chr11	88726	88727	-96	chr11	88898	88899	76	172
chr12	503461	504462	ST5972	.	-	chr12	504047	504048	-5	chr12	503875	503876	167	172
chr12	610367	611368	12R-212	.	-	chr12	610953	610954	-127	chr12	610781	610782	45	172
chr12	619274	620275	12R-220	.	-	chr12	619860	619861	-80	chr12	619688	619689	92	172
chr12	656572	657573	12F-257	.	+	chr12	656986	656987	-121	chr12	657158	657159	51	172
chr12	656572	657573	tA_28AGC_29L	.	-	chr12	657158	657159	-153	chr12	656986	656987	19	172
chr13	340910	341911	13R-147	.	-	chr13	341496	341497	-47	chr13	341324	341325	125	172
chr13	409539	410540	13R-188	.	-	chr13	410125	410126	-122	chr13	409953	409954	50	172
chr13	869053	870054	13F-373	.	+	chr13	869467	869468	-114	chr13	869639	869640	58	172
chr14	373912	374913	ST2826	.	+	chr14	374326	374327	-2	chr14	374498	374499	170	172
chr14	374264	375265	ST6519	.	-	chr14	374850	374851	-126	chr14	374678	374679	46	172
chr14	405814	406815	ST2836	.	+	chr14	406228	406229	-76	chr14	406400	406401	96	172
chr14	614223	615224	ST2913	.	+	chr14	614637	614638	-109	chr14	614809	614810	63	172
chr15	1043542	1044543	15R-475	.	-	chr15	1044128	1044129	-105	chr15	1043956	1043957	67	172
chr15	1048998	1049999	ST3314	.	+	chr15	1049412	1049413	-104	chr15	1049584	1049585	68	172
chr15	2742	3743	15F-1	.	+	chr15	3156	3157	-50	chr15	3328	3329	122	172
chr15	868944	869945	15R-380	.	-	chr15	869530	869531	-14	chr15	869358	869359	158	172
chr16	63160	64161	16R-30	.	-	chr16	63746	63747	-50	chr16	63574	63575	122	172
chr2	278374	279375	ST0113	.	+	chr2	278788	278789	-67	chr2	278960	278961	105	172
chr2	644583	645584	2R-267	.	-	chr2	645169	645170	-113	chr2	644997	644998	59	172
chr2	644583	645584	tE_28UUC_29B	.	+	chr2	644997	644998	-169	chr2	645169	645170	3	172
chr4	117098	118099	ST0383	.	+	chr4	117512	117513	-103	chr4	117684	117685	69	172
chr4	1233655	1234656	ST0704	.	+	chr4	1234069	1234070	-55	chr4	1234241	1234242	117	172
chr4	1260122	1261123	ST4394	.	-	chr4	1260708	1260709	-132	chr4	1260536	1260537	40	172
chr4	134272	135273	4R-56	.	-	chr4	134858	134859	-157	chr4	134686	134687	15	172
chr4	134272	135273	ST4047	.	-	chr4	134858	134859	-127	chr4	134686	134687	45	172
chr4	481390	482391	4F-238	.	+	chr4	481804	481805	-158	chr4	481976	481977	14	172
chr4	785260	786261	4R-327	.	-	chr4	785846	785847	-153	chr4	785674	785675	19	172
chr5	176533	177534	tE_28UUC_29E1	.	+	chr5	176947	176948	-151	chr5	177119	177120	21	172
chr5	486970	487971	tE_28UUC_29E3	.	-	chr5	487556	487557	-155	chr5	487384	487385	17	172
chr5	539297	540298	5F-248	.	+	chr5	539711	539712	-48	chr5	539883	539884	124	172
chr6	100816	101817	tP_28UGG_29F	.	+	chr6	101230	101231	-145	chr6	101402	101403	27	172
chr7	154295	155296	7F-71	.	+	chr7	154709	154710	-162	chr7	154881	154882	10	172
chr7	428202	429203	ST4861	.	-	chr7	428788	428789	-123	chr7	428616	428617	49	172
chr7	865344	866345	7F-393	.	+	chr7	865758	865759	-146	chr7	865930	865931	26	172
